sample	samples	SH3PXD2B	CTTN	WASL	GRB2	SRC	CD2AP	CAPZA1	sample_type
TCGA-DD-A3A4-01	TCGA-DD-A3A4-01	5.568	11.33	10.95	12.4	5.443	9.551	11.41	Primary Tumor
TCGA-DD-A3A6-11	TCGA-DD-A3A6-11	5.546	11.17	10.47	11.38	7.14	9.485	10.44	Solid Tissue Normal
TCGA-BC-A10S-11	TCGA-BC-A10S-11								Solid Tissue Normal
TCGA-BC-A112-11	TCGA-BC-A112-11								Solid Tissue Normal
TCGA-DD-A115-11	TCGA-DD-A115-11								Solid Tissue Normal
TCGA-DD-A1E9-11	TCGA-DD-A1E9-11								Solid Tissue Normal
TCGA-DD-A1ED-11	TCGA-DD-A1ED-11								Solid Tissue Normal
TCGA-DD-A1EF-11	TCGA-DD-A1EF-11								Solid Tissue Normal
TCGA-ES-A2HS-11	TCGA-ES-A2HS-11								Solid Tissue Normal
TCGA-G3-A25W-11	TCGA-G3-A25W-11								Solid Tissue Normal
TCGA-G3-A25X-11	TCGA-G3-A25X-11								Solid Tissue Normal
TCGA-DD-A1E9-01	TCGA-DD-A1E9-01								Primary Tumor
TCGA-DD-A3A0-01	TCGA-DD-A3A0-01								Primary Tumor
TCGA-DD-AACM-01	TCGA-DD-AACM-01								Primary Tumor
TCGA-DD-AADE-01	TCGA-DD-AADE-01								Primary Tumor
TCGA-DD-AAE8-01	TCGA-DD-AAE8-01								Primary Tumor
TCGA-G3-A25W-01	TCGA-G3-A25W-01								Primary Tumor
