sample	samples	SH3PXD2B	CTTN	WASL	GRB2	SRC	CD2AP	CAPZA1	sample_type
TCGA-BR-8372-01	TCGA-BR-8372-01	8.81	11.29	11.73	11.42	10.1	11.87	12.67	Primary Tumor
TCGA-BR-A4QM-01	TCGA-BR-A4QM-01	8.805	11.3	11.43	10.89	10.57	11.12	11.86	Primary Tumor
TCGA-CG-5728-11	TCGA-CG-5728-11	8.771	11.47	10.83	11.76	11.77	11.01	11.51	Solid Tissue Normal
TCGA-R5-A7ZI-01	TCGA-R5-A7ZI-01	8.702	12.17	10.56	11.23	11.21	11.07	11.63	Primary Tumor
TCGA-BR-8361-01	TCGA-BR-8361-01	8.655	12.57	11.74	11.39	10.51	13.03	11.62	Primary Tumor
TCGA-VQ-AA6D-01	TCGA-VQ-AA6D-01	8.654	11.25	11.18	11.31	12.21	11.99	12.07	Primary Tumor
TCGA-F1-6177-01	TCGA-F1-6177-01	8.625	11.51	11.4	11.26	11.95	10.69	11.19	Primary Tumor
TCGA-HF-A5NB-01	TCGA-HF-A5NB-01	8.594	11.83	12.42	11.31	12.01	11.69	12.15	Primary Tumor
TCGA-HU-A4GT-01	TCGA-HU-A4GT-01	8.528	11.44	11.09	11.38	10.81	11.56	12.24	Primary Tumor
TCGA-BR-A4QL-01	TCGA-BR-A4QL-01	8.494	11.29	11.44	10.85	10.7	11.15	12.02	Primary Tumor
TCGA-VQ-AA6F-01	TCGA-VQ-AA6F-01	8.399	12.18	10.93	11.43	12.77	12.04	11.64	Primary Tumor
TCGA-R5-A7ZR-01	TCGA-R5-A7ZR-01	8.261	11.57	11.02	11.46	11.53	11.61	12.18	Primary Tumor
TCGA-HU-A4H0-01	TCGA-HU-A4H0-01	8.203	11.79	10.83	11.61	12.55	12.13	11.77	Primary Tumor
TCGA-HU-A4GX-01	TCGA-HU-A4GX-01	8.035	11.96	11.53	11.27	11.63	12.01	11.99	Primary Tumor
TCGA-IN-A6RI-01	TCGA-IN-A6RI-01	7.723	12.44	10.25	11.74	12.14	11.64	11.99	Primary Tumor
TCGA-HU-8238-11	TCGA-HU-8238-11	7.504	11.77	11.76	11.77	12.57	12.31	11.6	Solid Tissue Normal
TCGA-BR-6802-11	TCGA-BR-6802-11	7.12	10.63	11.95	10.57	10.69	11.73	12.29	Solid Tissue Normal
TCGA-BR-4183-11	TCGA-BR-4183-11								Solid Tissue Normal
TCGA-BR-4184-11	TCGA-BR-4184-11								Solid Tissue Normal
TCGA-BR-4186-11	TCGA-BR-4186-11								Solid Tissue Normal
TCGA-BR-4187-11	TCGA-BR-4187-11								Solid Tissue Normal
TCGA-BR-4188-11	TCGA-BR-4188-11								Solid Tissue Normal
TCGA-BR-4190-11	TCGA-BR-4190-11								Solid Tissue Normal
TCGA-BR-4191-11	TCGA-BR-4191-11								Solid Tissue Normal
TCGA-BR-4194-11	TCGA-BR-4194-11								Solid Tissue Normal
TCGA-BR-4195-11	TCGA-BR-4195-11								Solid Tissue Normal
TCGA-BR-4196-11	TCGA-BR-4196-11								Solid Tissue Normal
TCGA-BR-4197-11	TCGA-BR-4197-11								Solid Tissue Normal
TCGA-BR-4199-11	TCGA-BR-4199-11								Solid Tissue Normal
TCGA-BR-4200-11	TCGA-BR-4200-11								Solid Tissue Normal
TCGA-BR-4201-11	TCGA-BR-4201-11								Solid Tissue Normal
TCGA-BR-4205-11	TCGA-BR-4205-11								Solid Tissue Normal
TCGA-BR-4253-11	TCGA-BR-4253-11								Solid Tissue Normal
TCGA-BR-4255-11	TCGA-BR-4255-11								Solid Tissue Normal
TCGA-BR-4256-11	TCGA-BR-4256-11								Solid Tissue Normal
TCGA-BR-4257-11	TCGA-BR-4257-11								Solid Tissue Normal
TCGA-BR-4259-11	TCGA-BR-4259-11								Solid Tissue Normal
TCGA-BR-4260-11	TCGA-BR-4260-11								Solid Tissue Normal
TCGA-BR-4261-11	TCGA-BR-4261-11								Solid Tissue Normal
TCGA-BR-4263-11	TCGA-BR-4263-11								Solid Tissue Normal
TCGA-BR-4264-11	TCGA-BR-4264-11								Solid Tissue Normal
TCGA-BR-4265-11	TCGA-BR-4265-11								Solid Tissue Normal
TCGA-BR-4266-11	TCGA-BR-4266-11								Solid Tissue Normal
TCGA-BR-4267-11	TCGA-BR-4267-11								Solid Tissue Normal
TCGA-BR-4270-11	TCGA-BR-4270-11								Solid Tissue Normal
TCGA-BR-4271-11	TCGA-BR-4271-11								Solid Tissue Normal
TCGA-BR-4272-11	TCGA-BR-4272-11								Solid Tissue Normal
TCGA-BR-4273-11	TCGA-BR-4273-11								Solid Tissue Normal
TCGA-BR-4274-11	TCGA-BR-4274-11								Solid Tissue Normal
TCGA-BR-4276-11	TCGA-BR-4276-11								Solid Tissue Normal
TCGA-BR-4277-11	TCGA-BR-4277-11								Solid Tissue Normal
TCGA-BR-4278-11	TCGA-BR-4278-11								Solid Tissue Normal
TCGA-BR-4279-11	TCGA-BR-4279-11								Solid Tissue Normal
TCGA-BR-4280-11	TCGA-BR-4280-11								Solid Tissue Normal
TCGA-BR-4281-11	TCGA-BR-4281-11								Solid Tissue Normal
TCGA-BR-4282-11	TCGA-BR-4282-11								Solid Tissue Normal
TCGA-BR-4283-11	TCGA-BR-4283-11								Solid Tissue Normal
TCGA-BR-4284-11	TCGA-BR-4284-11								Solid Tissue Normal
TCGA-BR-4285-11	TCGA-BR-4285-11								Solid Tissue Normal
TCGA-BR-4286-11	TCGA-BR-4286-11								Solid Tissue Normal
TCGA-BR-4291-11	TCGA-BR-4291-11								Solid Tissue Normal
TCGA-BR-4292-11	TCGA-BR-4292-11								Solid Tissue Normal
TCGA-BR-4294-11	TCGA-BR-4294-11								Solid Tissue Normal
TCGA-BR-4298-11	TCGA-BR-4298-11								Solid Tissue Normal
TCGA-BR-4357-11	TCGA-BR-4357-11								Solid Tissue Normal
TCGA-BR-4361-11	TCGA-BR-4361-11								Solid Tissue Normal
TCGA-BR-4362-11	TCGA-BR-4362-11								Solid Tissue Normal
TCGA-BR-4363-11	TCGA-BR-4363-11								Solid Tissue Normal
TCGA-BR-4366-11	TCGA-BR-4366-11								Solid Tissue Normal
TCGA-BR-4367-11	TCGA-BR-4367-11								Solid Tissue Normal
TCGA-BR-4368-11	TCGA-BR-4368-11								Solid Tissue Normal
TCGA-BR-4369-11	TCGA-BR-4369-11								Solid Tissue Normal
TCGA-BR-4370-11	TCGA-BR-4370-11								Solid Tissue Normal
TCGA-BR-4371-11	TCGA-BR-4371-11								Solid Tissue Normal
TCGA-BR-4375-11	TCGA-BR-4375-11								Solid Tissue Normal
TCGA-BR-4376-11	TCGA-BR-4376-11								Solid Tissue Normal
TCGA-BR-6452-11	TCGA-BR-6452-11								Solid Tissue Normal
TCGA-BR-6566-11	TCGA-BR-6566-11								Solid Tissue Normal
TCGA-BR-7703-11	TCGA-BR-7703-11								Solid Tissue Normal
TCGA-BR-8060-11	TCGA-BR-8060-11								Solid Tissue Normal
TCGA-CG-5725-11	TCGA-CG-5725-11								Solid Tissue Normal
TCGA-HU-A4G9-11	TCGA-HU-A4G9-11								Solid Tissue Normal
TCGA-HU-A4GX-11	TCGA-HU-A4GX-11								Solid Tissue Normal
TCGA-SW-A7EA-11	TCGA-SW-A7EA-11								Solid Tissue Normal
TCGA-BR-4183-01	TCGA-BR-4183-01								Primary Tumor
TCGA-BR-4184-01	TCGA-BR-4184-01								Primary Tumor
TCGA-BR-4186-01	TCGA-BR-4186-01								Primary Tumor
TCGA-BR-4188-01	TCGA-BR-4188-01								Primary Tumor
TCGA-BR-4190-01	TCGA-BR-4190-01								Primary Tumor
TCGA-BR-4194-01	TCGA-BR-4194-01								Primary Tumor
TCGA-BR-4195-01	TCGA-BR-4195-01								Primary Tumor
TCGA-BR-4196-01	TCGA-BR-4196-01								Primary Tumor
TCGA-BR-4197-01	TCGA-BR-4197-01								Primary Tumor
TCGA-BR-4199-01	TCGA-BR-4199-01								Primary Tumor
TCGA-BR-4200-01	TCGA-BR-4200-01								Primary Tumor
TCGA-BR-4205-01	TCGA-BR-4205-01								Primary Tumor
TCGA-BR-4259-01	TCGA-BR-4259-01								Primary Tumor
TCGA-BR-4260-01	TCGA-BR-4260-01								Primary Tumor
TCGA-BR-4261-01	TCGA-BR-4261-01								Primary Tumor
TCGA-BR-4263-01	TCGA-BR-4263-01								Primary Tumor
TCGA-BR-4264-01	TCGA-BR-4264-01								Primary Tumor
TCGA-BR-4265-01	TCGA-BR-4265-01								Primary Tumor
TCGA-BR-4266-01	TCGA-BR-4266-01								Primary Tumor
TCGA-BR-4270-01	TCGA-BR-4270-01								Primary Tumor
TCGA-BR-4271-01	TCGA-BR-4271-01								Primary Tumor
TCGA-BR-4272-01	TCGA-BR-4272-01								Primary Tumor
TCGA-BR-4273-01	TCGA-BR-4273-01								Primary Tumor
TCGA-BR-4274-01	TCGA-BR-4274-01								Primary Tumor
TCGA-BR-4276-01	TCGA-BR-4276-01								Primary Tumor
TCGA-BR-4277-01	TCGA-BR-4277-01								Primary Tumor
TCGA-BR-4278-01	TCGA-BR-4278-01								Primary Tumor
TCGA-BR-4281-01	TCGA-BR-4281-01								Primary Tumor
TCGA-BR-4282-01	TCGA-BR-4282-01								Primary Tumor
TCGA-BR-4283-01	TCGA-BR-4283-01								Primary Tumor
TCGA-BR-4284-01	TCGA-BR-4284-01								Primary Tumor
TCGA-BR-4285-01	TCGA-BR-4285-01								Primary Tumor
TCGA-BR-4286-01	TCGA-BR-4286-01								Primary Tumor
TCGA-BR-4288-01	TCGA-BR-4288-01								Primary Tumor
TCGA-BR-4291-01	TCGA-BR-4291-01								Primary Tumor
TCGA-BR-4298-01	TCGA-BR-4298-01								Primary Tumor
TCGA-BR-4375-01	TCGA-BR-4375-01								Primary Tumor
TCGA-BR-4376-01	TCGA-BR-4376-01								Primary Tumor
TCGA-BR-6710-01	TCGA-BR-6710-01								Primary Tumor
TCGA-BR-8285-01	TCGA-BR-8285-01								Primary Tumor
TCGA-BR-8360-01	TCGA-BR-8360-01								Primary Tumor
TCGA-BR-8370-01	TCGA-BR-8370-01								Primary Tumor
TCGA-BR-A4CQ-01	TCGA-BR-A4CQ-01								Primary Tumor
TCGA-CD-5802-01	TCGA-CD-5802-01								Primary Tumor
TCGA-CG-4300-01	TCGA-CG-4300-01								Primary Tumor
TCGA-CG-4455-01	TCGA-CG-4455-01								Primary Tumor
TCGA-CG-5727-01	TCGA-CG-5727-01								Primary Tumor
TCGA-CG-5728-01	TCGA-CG-5728-01								Primary Tumor
TCGA-CG-5730-01	TCGA-CG-5730-01								Primary Tumor
TCGA-CG-5733-01	TCGA-CG-5733-01								Primary Tumor
TCGA-D7-5579-01	TCGA-D7-5579-01								Primary Tumor
TCGA-D7-A6ET-01	TCGA-D7-A6ET-01								Primary Tumor
TCGA-D7-A74B-01	TCGA-D7-A74B-01								Primary Tumor
TCGA-EQ-5647-01	TCGA-EQ-5647-01								Primary Tumor
TCGA-HU-8245-01	TCGA-HU-8245-01								Primary Tumor
TCGA-IN-A6RP-01	TCGA-IN-A6RP-01								Primary Tumor
TCGA-KB-A6F5-01	TCGA-KB-A6F5-01								Primary Tumor
TCGA-R5-A804-01	TCGA-R5-A804-01								Primary Tumor
TCGA-VQ-A8DL-01	TCGA-VQ-A8DL-01								Primary Tumor
TCGA-VQ-A8PS-01	TCGA-VQ-A8PS-01								Primary Tumor
TCGA-VQ-A8PT-01	TCGA-VQ-A8PT-01								Primary Tumor
TCGA-VQ-A8PY-01	TCGA-VQ-A8PY-01								Primary Tumor
TCGA-VQ-A8PZ-01	TCGA-VQ-A8PZ-01								Primary Tumor
